Table Name,State Code,District Code,Area Name,Area,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F0104,4,0,Union Territory - CHANDIGARH,Total,20-24,52777,24490,9511,8783,4584,1176,284,42,44,66,23586,11894,11692
F0104,4,0,Union Territory - CHANDIGARH,Total,25-29,49543,40791,8037,12460,12453,5297,1807,417,142,178,64866,33583,31283
F0104,4,0,Union Territory - CHANDIGARH,Total,30-34,41178,39195,3299,8203,15191,7291,3277,1211,425,298,84520,44939,39581
F0104,4,0,Union Territory - CHANDIGARH,Total,35-39,38106,37320,1705,5088,15513,8058,3987,1745,761,463,93080,50421,42659
F0104,4,0,Union Territory - CHANDIGARH,Total,40-44,31653,31225,1156,3429,12638,7348,3544,1683,780,647,83058,45417,37641
F0104,4,0,Union Territory - CHANDIGARH,Total,45-49,27459,27219,963,2684,10674,6766,3250,1503,734,645,74295,40731,33564
F0104,4,0,Union Territory - CHANDIGARH,Total,50-54,20834,20629,674,1992,7845,5081,2661,1236,576,564,57630,31441,26189
F0104,4,0,Union Territory - CHANDIGARH,Total,55-59,15180,15008,564,1469,5139,3771,2071,994,485,515,43337,23395,19942
F0104,4,0,Union Territory - CHANDIGARH,Total,60-64,12271,12080,561,1143,3303,2965,1903,1059,518,628,37672,20397,17275
F0104,4,0,Union Territory - CHANDIGARH,Total,65-69,7589,7427,346,670,1811,1803,1185,770,411,431,24195,12883,11312
F0104,4,0,Union Territory - CHANDIGARH,Total,70-74,5387,5318,306,518,1041,1195,963,583,328,384,17989,9602,8387
F0104,4,0,Union Territory - CHANDIGARH,Total,75-79,3167,3128,193,266,577,647,574,370,239,262,11027,5813,5214
F0104,4,0,Union Territory - CHANDIGARH,Total,80+,3831,3725,280,394,571,663,588,474,331,424,13675,7371,6304
F0104,4,0,Union Territory - CHANDIGARH,Rural,All Ages,11841,6691,807,1295,1983,1246,706,308,171,175,15790,8064,7726
F0104,4,0,Union Territory - CHANDIGARH,Rural,Less than 15,3875,10,9,0,1,0,0,0,0,0,2,1,1
F0104,4,0,Union Territory - CHANDIGARH,Rural,15-19,978,148,101,34,6,4,3,0,0,0,70,36,34
F0104,4,0,Union Territory - CHANDIGARH,Rural,20-24,1338,1003,341,373,227,43,11,3,3,2,1049,517,532
F0104,4,0,Union Territory - CHANDIGARH,Rural,25-29,1546,1464,174,445,503,232,76,19,6,9,2653,1311,1342
F0104,4,0,Union Territory - CHANDIGARH,Rural,30-34,1199,1182,78,195,478,248,120,33,18,12,2751,1374,1377
F0104,4,0,Union Territory - CHANDIGARH,Rural,35-39,866,859,25,75,342,228,108,48,20,13,2336,1231,1105
F0104,4,0,Union Territory - CHANDIGARH,Rural,40-44,600,599,17,53,181,159,106,42,23,18,1809,929,880
F0104,4,0,Union Territory - CHANDIGARH,Rural,45-49,411,409,20,42,98,114,62,35,19,19,1262,634,628
F0104,4,0,Union Territory - CHANDIGARH,Rural,50-54,308,304,8,19,61,92,67,31,8,18,1029,519,510
F0104,4,0,Union Territory - CHANDIGARH,Rural,55-59,231,231,6,23,39,48,66,18,15,16,819,423,396
F0104,4,0,Union Territory - CHANDIGARH,Rural,60-64,204,203,10,14,16,36,50,36,19,22,825,461,364
F0104,4,0,Union Territory - CHANDIGARH,Rural,65-69,115,114,13,7,13,25,12,15,15,14,425,240,185
F0104,4,0,Union Territory - CHANDIGARH,Rural,70-74,85,84,1,7,8,11,12,14,11,20,403,200,203
F0104,4,0,Union Territory - CHANDIGARH,Rural,75-79,32,32,1,3,2,1,6,5,8,6,156,83,73
F0104,4,0,Union Territory - CHANDIGARH,Rural,80+,51,49,3,5,8,5,7,9,6,6,201,105,96
F0104,4,0,Union Territory - CHANDIGARH,Urban,All Ages,462946,265572,30333,46530,89634,50890,25468,11782,5603,5332,614995,330795,284200
F0104,4,0,Union Territory - CHANDIGARH,Urban,Less than 15,117895,603,486,25,92,0,0,0,0,0,209,105,104
F0104,4,0,Union Territory - CHANDIGARH,Urban,15-19,42919,3882,2933,660,163,57,69,0,0,0,1433,749,684
F0104,4,0,Union Territory - CHANDIGARH,Urban,20-24,51439,23487,9170,8410,4357,1133,273,39,41,64,22537,11377,11160
F0104,4,0,Union Territory - CHANDIGARH,Urban,25-29,47997,39327,7863,12015,11950,5065,1731,398,136,169,62213,32272,29941
F0104,4,0,Union Territory - CHANDIGARH,Urban,30-34,39979,38013,3221,8008,14713,7043,3157,1178,407,286,81769,43565,38204
F0104,4,0,Union Territory - CHANDIGARH,Urban,35-39,37240,36461,1680,5013,15171,7830,3879,1697,741,450,90744,49190,41554
F0104,4,0,Union Territory - CHANDIGARH,Urban,40-44,31053,30626,1139,3376,12457,7189,3438,1641,757,629,81249,44488,36761
F0104,4,0,Union Territory - CHANDIGARH,Urban,45-49,27048,26810,943,2642,10576,6652,3188,1468,715,626,73033,40097,32936
F0104,4,0,Union Territory - CHANDIGARH,Urban,50-54,20526,20325,666,1973,7784,4989,2594,1205,568,546,56601,30922,25679
F0104,4,0,Union Territory - CHANDIGARH,Urban,55-59,14949,14777,558,1446,5100,3723,2005,976,470,499,42518,22972,19546
F0104,4,0,Union Territory - CHANDIGARH,Urban,60-64,12067,11877,551,1129,3287,2929,1853,1023,499,606,36847,19936,16911
F0104,4,0,Union Territory - CHANDIGARH,Urban,65-69,7474,7313,333,663,1798,1778,1173,755,396,417,23770,12643,11127
F0104,4,0,Union Territory - CHANDIGARH,Urban,70-74,5302,5234,305,511,1033,1184,951,569,317,364,17586,9402,8184
F0104,4,0,Union Territory - CHANDIGARH,Urban,75-79,3135,3096,192,263,575,646,568,365,231,256,10871,5730,5141
F0104,4,0,Union Territory - CHANDIGARH,Urban,80+,3780,3676,277,389,563,658,581,465,325,418,13474,7266,6208
F0105,5,0,State - UTTARAKHAND,Total,All Ages,4948519,2731784,294519,339604,597804,532456,393213,241550,147022,185616,8318535,4360865,3957670
F0105,5,0,State - UTTARAKHAND,Total,Less than 15,1476567,8965,6390,651,1924,0,0,0,0,0,4499,2388,2111
F0105,5,0,State - UTTARAKHAND,Total,15-19,535627,55898,40667,9787,2577,1090,1777,0,0,0,25319,13267,12052
F0105,5,0,State - UTTARAKHAND,Total,20-24,485454,291818,100040,106539,61135,16768,4262,1129,492,1453,315951,162495,153456
F0105,5,0,State - UTTARAKHAND,Total,25-29,412821,371635,47120,87754,130637,67657,25567,7714,2361,2825,733837,381285,352552
F0105,5,0,State - UTTARAKHAND,Total,30-34,352873,342323,20967,39507,113218,85179,47280,20736,8670,6766,924155,482570,441585
F0105,5,0,State - UTTARAKHAND,Total,35-39,334666,330222,13580,23210,88540,86038,56942,31180,16238,14494,1055551,552445,503106
F0105,5,0,State - UTTARAKHAND,Total,40-44,281178,278557,10104,15441,60675,71944,53206,30641,17611,18935,977108,511881,465227
F0105,5,0,State - UTTARAKHAND,Total,45-49,241395,239614,8644,12596,43960,59560,48045,28958,17195,20656,887733,466296,421437
F0105,5,0,State - UTTARAKHAND,Total,50-54,195134,193745,7956,9495,29730,44555,40720,26065,15806,19418,749884,395590,354294
F0105,5,0,State - UTTARAKHAND,Total,55-59,166596,165568,7253,8033,20476,32864,34668,25037,15880,21357,682017,359676,322341
F0105,5,0,State - UTTARAKHAND,Total,60-64,165836,163300,9223,8504,17355,27401,31616,25548,17896,25757,699184,367544,331640
F0105,5,0,State - UTTARAKHAND,Total,65-69,110347,107282,6962,5897,10182,16183,19840,17161,12635,18422,466830,246196,220634
F0105,5,0,State - UTTARAKHAND,Total,70-74,82473,81262,6242,4908,7336,10874,13965,12755,10065,15117,355996,187313,168683
F0105,5,0,State - UTTARAKHAND,Total,75-79,43809,43422,3411,2650,3847,5283,7149,6855,5556,8671,193472,101807,91665
F0105,5,0,State - UTTARAKHAND,Total,80+,56447,54349,5253,4077,5308,6393,7734,7547,6459,11578,237461,125013,112448
F0105,5,0,State - UTTARAKHAND,Rural,All Ages,3517912,1938484,199145,216689,378657,382593,302000,191889,118359,149152,6220795,3238775,2982020
F0105,5,0,State - UTTARAKHAND,Rural,Less than 15,1087523,6225,4388,452,1385,0,0,0,0,0,3222,1719,1503
F0105,5,0,State - UTTARAKHAND,Rural,15-19,385829,42737,31008,7662,1879,798,1390,0,0,0,19374,10118,9256
F0105,5,0,State - UTTARAKHAND,Rural,20-24,335596,218758,71229,80497,48023,13387,3305,851,369,1097,244869,125431,119438
F0105,5,0,State - UTTARAKHAND,Rural,25-29,276477,256960,26392,54023,93823,52614,20085,6153,1865,2005,541042,279867,261175
F0105,5,0,State - UTTARAKHAND,Rural,30-34,237266,232192,11631,20028,71085,64007,36981,16430,6873,5157,669581,347084,322497
F0105,5,0,State - UTTARAKHAND,Rural,35-39,226106,223907,8046,11684,50207,61838,43837,24435,12630,11230,760494,394753,365741
F0105,5,0,State - UTTARAKHAND,Rural,40-44,191592,190275,6341,7823,32487,50022,40876,24270,13774,14682,708560,368045,340515
F0105,5,0,State - UTTARAKHAND,Rural,45-49,164945,164083,5717,6724,23252,40076,36077,22608,13574,16055,642907,334988,307919
F0105,5,0,State - UTTARAKHAND,Rural,50-54,137037,136429,5554,5253,15613,29868,30862,20831,12885,15563,558294,291828,266466
F0105,5,0,State - UTTARAKHAND,Rural,55-59,120404,119961,5157,4559,11128,22037,26459,20103,13167,17351,520159,272271,247888
F0105,5,0,State - UTTARAKHAND,Rural,60-64,125528,123935,6912,5562,10829,19108,24329,20841,14993,21361,551391,288255,263136
F0105,5,0,State - UTTARAKHAND,Rural,65-69,84262,82264,5254,3992,6661,11574,15123,13802,10407,15451,370476,194051,176425
F0105,5,0,State - UTTARAKHAND,Rural,70-74,64302,63592,4771,3489,5247,8149,10934,10175,8214,12613,285434,149506,135928
F0105,5,0,State - UTTARAKHAND,Rural,75-79,33864,33652,2563,1822,2768,3940,5534,5394,4441,7190,153948,80608,73340
F0105,5,0,State - UTTARAKHAND,Rural,80+,42457,41152,3739,2800,3767,4759,5903,5840,5064,9280,184927,96957,87970
F0105,5,0,State - UTTARAKHAND,Urban,All Ages,1430607,793300,95374,122915,219147,149863,91213,49661,28663,36464,2097740,1122090,975650
F0105,5,0,State - UTTARAKHAND,Urban,Less than 15,389044,2740,2002,199,539,0,0,0,0,0,1277,669,608
F0105,5,0,State - UTTARAKHAND,Urban,15-19,149798,13161,9659,2125,698,292,387,0,0,0,5945,3149,2796
F0105,5,0,State - UTTARAKHAND,Urban,20-24,149858,73060,28811,26042,13112,3381,957,278,123,356,71082,37064,34018
F0105,5,0,State - UTTARAKHAND,Urban,25-29,136344,114675,20728,33731,36814,15043,5482,1561,496,820,192795,101418,91377
F0105,5,0,State - UTTARAKHAND,Urban,30-34,115607,110131,9336,19479,42133,21172,10299,4306,1797,1609,254574,135486,119088
F0105,5,0,State - UTTARAKHAND,Urban,35-39,108560,106315,5534,11526,38333,24200,13105,6745,3608,3264,295057,157692,137365
F0105,5,0,State - UTTARAKHAND,Urban,40-44,89586,88282,3763,7618,28188,21922,12330,6371,3837,4253,268548,143836,124712
F0105,5,0,State - UTTARAKHAND,Urban,45-49,76450,75531,2927,5872,20708,19484,11968,6350,3621,4601,244826,131308,113518
F0105,5,0,State - UTTARAKHAND,Urban,50-54,58097,57316,2402,4242,14117,14687,9858,5234,2921,3855,191590,103762,87828
F0105,5,0,State - UTTARAKHAND,Urban,55-59,46192,45607,2096,3474,9348,10827,8209,4934,2713,4006,161858,87405,74453
F0105,5,0,State - UTTARAKHAND,Urban,60-64,40308,39365,2311,2942,6526,8293,7287,4707,2903,4396,147793,79289,68504
F0105,5,0,State - UTTARAKHAND,Urban,65-69,26085,25018,1708,1905,3521,4609,4717,3359,2228,2971,96354,52145,44209
F0105,5,0,State - UTTARAKHAND,Urban,70-74,18171,17670,1471,1419,2089,2725,3031,2580,1851,2504,70562,37807,32755
F0105,5,0,State - UTTARAKHAND,Urban,75-79,9945,9770,848,828,1079,1343,1615,1461,1115,1481,39524,21199,18325
F0105,5,0,State - UTTARAKHAND,Urban,80+,13990,13197,1514,1277,1541,1634,1831,1707,1395,2298,52534,28056,24478
F0106,6,0,State - HARYANA,Total,All Ages,11856728,7000619,780284,925402,1795289,1406755,880523,495436,299090,417840,19944137,10747646,9196491
F0106,6,0,State - HARYANA,Total,Less than 15,3400204,33163,26827,1704,4632,0,0,0,0,0,10968,5948,5020
F0106,6,0,State - HARYANA,Total,15-19,1189842,197917,141184,39301,10558,3326,3548,0,0,0,84587,44952,39635
F0106,6,0,State - HARYANA,Total,20-24,1194687,816239,254216,293883,196805,51102,12335,3028,1467,3403,939996,496455,443541
F0106,6,0,State - HARYANA,Total,25-29,1053619,987049,123955,236129,374123,167868,56410,16479,5813,6272,1882015,1006339,875676
F0106,6,0,State - HARYANA,Total,30-34,916747,902757,57731,111798,348358,219041,97511,38154,15936,14228,2255415,1217192,1038223
F0106,6,0,State - HARYANA,Total,35-39,849146,843087,38150,68476,281121,230500,121144,53464,25282,24950,2425157,1316096,1109061
F0106,6,0,State - HARYANA,Total,40-44,715369,711520,27890,44647,199111,204263,119987,56867,28308,30447,2236199,1214262,1021937
F0106,6,0,State - HARYANA,Total,45-49,586065,583691,21740,34530,137577,164216,108144,56228,29196,32060,1952048,1058209,893839
F0106,6,0,State - HARYANA,Total,50-54,454540,452365,17530,23732,87033,121002,91766,51613,27893,31796,1612129,875609,736520
F0106,6,0,State - HARYANA,Total,55-59,376729,374992,14554,18781,56688,87868,79759,51158,29700,36484,1445583,781745,663838
F0106,6,0,State - HARYANA,Total,60-64,430391,426165,17755,19553,46522,79824,89129,67692,45372,60318,1809202,970851,838351
F0106,6,0,State - HARYANA,Total,65-69,249169,244420,12162,11227,21494,34902,44304,40247,31214,48870,1122343,601087,521256
F0106,6,0,State - HARYANA,Total,70-74,185857,184003,10428,8603,13346,20620,27558,28459,25965,49024,908313,485119,423194
F0106,6,0,State - HARYANA,Total,75-79,98525,97925,5502,4453,6186,9055,12834,14253,14256,31386,513060,273338,239722
F0106,6,0,State - HARYANA,Total,80+,141192,137633,9285,7343,9866,11873,15261,17368,18422,48215,728073,390081,337992
F0106,6,0,State - HARYANA,Rural,All Ages,7735353,4543650,459054,539185,1078418,917945,612855,365458,230369,340366,13902715,7445218,6457497
F0106,6,0,State - HARYANA,Rural,Less than 15,2308483,21628,17725,1016,2887,0,0,0,0,0,6790,3689,3101
F0106,6,0,State - HARYANA,Rural,15-19,805600,146180,103206,30485,7667,2242,2580,0,0,0,62865,33305,29560
F0106,6,0,State - HARYANA,Rural,20-24,769002,570250,162202,208634,146769,37894,9128,2193,1079,2351,687723,362839,324884
F0106,6,0,State - HARYANA,Rural,25-29,646512,623761,57900,133194,252234,118373,40812,12579,4458,4211,1279831,684233,595598
F0106,6,0,State - HARYANA,Rural,30-34,568791,564041,26744,54892,212264,149170,69089,28308,12457,11117,1507744,810827,696917
F0106,6,0,State - HARYANA,Rural,35-39,528103,525831,18097,32666,159236,152473,84640,39142,19312,20265,1620844,873705,747139
F0106,6,0,State - HARYANA,Rural,40-44,451413,449983,13736,20962,108677,133057,84682,42059,21721,25089,1520734,817459,703275
F0106,6,0,State - HARYANA,Rural,45-49,361716,360836,10680,15439,69534,101427,74375,41157,22244,25980,1308026,701052,606974
F0106,6,0,State - HARYANA,Rural,50-54,279793,278992,8839,9694,40975,72471,62153,37673,21305,25882,1085634,583063,502571
F0106,6,0,State - HARYANA,Rural,55-59,238544,237861,7272,7449,26140,52752,54162,37443,22929,29714,1002219,536901,465318
F0106,6,0,State - HARYANA,Rural,60-64,297321,294867,9955,9048,24375,51015,63029,51162,35988,50295,1344500,717269,627231
F0106,6,0,State - HARYANA,Rural,65-69,171688,168885,7004,5134,10777,20999,30511,29898,24218,40344,836132,446174,389958
F0106,6,0,State - HARYANA,Rural,70-74,129624,128639,6216,4088,6911,12352,18385,20773,19815,40099,682382,363373,319009
F0106,6,0,State - HARYANA,Rural,75-79,68863,68592,3201,2025,3229,5278,8443,10172,10712,25532,386527,205840,180687
F0106,6,0,State - HARYANA,Rural,80+,100330,98337,5471,3710,5622,7582,10273,12581,13932,39166,557435,298272,259163
F0106,6,0,State - HARYANA,Urban,All Ages,4121375,2456969,321230,386217,716871,488810,267668,129978,68721,77474,6041422,3302428,2738994
F0106,6,0,State - HARYANA,Urban,Less than 15,1091721,11535,9102,688,1745,0,0,0,0,0,4178,2259,1919
F0106,6,0,State - HARYANA,Urban,15-19,384242,51737,37978,8816,2891,1084,968,0,0,0,21722,11647,10075
F0106,6,0,State - HARYANA,Urban,20-24,425685,245989,92014,85249,50036,13208,3207,835,388,1052,252273,133616,118657
F0106,6,0,State - HARYANA,Urban,25-29,407107,363288,66055,102935,121889,49495,15598,3900,1355,2061,602184,322106,280078
F0106,6,0,State - HARYANA,Urban,30-34,347956,338716,30987,56906,136094,69871,28422,9846,3479,3111,747671,406365,341306
F0106,6,0,State - HARYANA,Urban,35-39,321043,317256,20053,35810,121885,78027,36504,14322,5970,4685,804313,442391,361922
F0106,6,0,State - HARYANA,Urban,40-44,263956,261537,14154,23685,90434,71206,35305,14808,6587,5358,715465,396803,318662
F0106,6,0,State - HARYANA,Urban,45-49,224349,222855,11060,19091,68043,62789,33769,15071,6952,6080,644022,357157,286865
F0106,6,0,State - HARYANA,Urban,50-54,174747,173373,8691,14038,46058,48531,29613,13940,6588,5914,526495,292546,233949
F0106,6,0,State - HARYANA,Urban,55-59,138185,137131,7282,11332,30548,35116,25597,13715,6771,6770,443364,244844,198520
F0106,6,0,State - HARYANA,Urban,60-64,133070,131298,7800,10505,22147,28809,26100,16530,9384,10023,464702,253582,211120
F0106,6,0,State - HARYANA,Urban,65-69,77481,75535,5158,6093,10717,13903,13793,10349,6996,8526,286211,154913,131298
F0106,6,0,State - HARYANA,Urban,70-74,56233,55364,4212,4515,6435,8268,9173,7686,6150,8925,225931,121746,104185
F0106,6,0,State - HARYANA,Urban,75-79,29662,29333,2301,2428,2957,3777,4391,4081,3544,5854,126533,67498,59035
F0106,6,0,State - HARYANA,Urban,80+,40862,39296,3814,3633,4244,4291,4988,4787,4490,9049,170638,91809,78829
F0107,7,0,State - NCT OF DELHI,Total,All Ages,7800615,4448441,524130,768164,1281070,830612,488941,248230,134515,172779,11418761,5964084,5454677
F0107,7,0,State - NCT OF DELHI,Total,Less than 15,2106050,11421,8560,812,2049,0,0,0,0,0,4910,2636,2274
F0107,7,0,State - NCT OF DELHI,Total,15-19,742257,72613,54166,12180,3445,1232,1590,0,0,0,29126,15133,13993
F0107,7,0,State - NCT OF DELHI,Total,20-24,812649,418754,162877,149188,76908,19411,4847,1086,917,3520,418997,211058,207939
F0107,7,0,State - NCT OF DELHI,Total,25-29,790130,669239,129431,199424,203254,89337,29807,7539,2625,7822,1140538,568362,572176
F0107,7,0,State - NCT OF DELHI,Total,30-34,677244,648351,56266,123331,234854,131031,61164,22053,8171,11481,1522989,769084,753905
F0107,7,0,State - NCT OF DELHI,Total,35-39,620789,609052,29947,79813,214113,140472,78734,35304,16005,14664,1660223,866222,794001
F0107,7,0,State - NCT OF DELHI,Total,40-44,506339,499780,19554,53918,164308,119617,71560,35538,17580,17705,1474659,779985,694674
F0107,7,0,State - NCT OF DELHI,Total,45-49,415986,411683,14411,42107,127648,99207,61032,32029,16898,18351,1266158,675683,590475
F0107,7,0,State - NCT OF DELHI,Total,50-54,311247,307661,10535,30632,90545,72513,47459,25451,13962,16564,978390,524895,453495
F0107,7,0,State - NCT OF DELHI,Total,55-59,239707,237110,8685,23051,62288,53203,38434,22623,12706,16120,792640,425466,367174
F0107,7,0,State - NCT OF DELHI,Total,60-64,233916,230181,10036,21002,46127,47076,40416,26359,16725,22440,842770,449505,393265
F0107,7,0,State - NCT OF DELHI,Total,65-69,133054,129249,6547,11788,23870,25023,21953,15298,10311,14459,485635,256484,229151
F0107,7,0,State - NCT OF DELHI,Total,70-74,94303,92695,5244,8918,15020,16127,15357,11540,8240,12249,360673,189930,170743
F0107,7,0,State - NCT OF DELHI,Total,75-79,50247,49669,2828,4944,7509,8073,8055,6367,4686,7207,198499,103530,94969
F0107,7,0,State - NCT OF DELHI,Total,80+,59170,57285,4254,6300,8254,7750,8187,6860,5613,10067,234497,121785,112712
F0107,7,0,State - NCT OF DELHI,Rural,All Ages,192721,110312,11222,15923,28614,23038,14026,7515,4308,5666,312865,164926,147939
F0107,7,0,State - NCT OF DELHI,Rural,Less than 15,56944,295,215,26,54,0,0,0,0,0,134,74,60
F0107,7,0,State - NCT OF DELHI,Rural,15-19,19451,2514,1732,564,130,29,59,0,0,0,1147,585,562
F0107,7,0,State - NCT OF DELHI,Rural,20-24,20602,13610,4401,5199,2933,740,180,35,22,100,15091,7706,7385
F0107,7,0,State - NCT OF DELHI,Rural,25-29,18666,17574,2007,4579,6677,2893,862,241,83,232,34459,17623,16836
F0107,7,0,State - NCT OF DELHI,Rural,30-34,16402,16213,865,1922,6167,4200,1827,665,267,300,42433,21902,20531
F0107,7,0,State - NCT OF DELHI,Rural,35-39,14910,14829,483,1196,4654,4233,2329,1030,475,429,44566,23656,20910
F0107,7,0,State - NCT OF DELHI,Rural,40-44,11782,11733,336,681,2984,3470,2135,1105,511,511,38928,20834,18094
F0107,7,0,State - NCT OF DELHI,Rural,45-49,8695,8667,257,467,1849,2584,1687,878,467,478,30039,16267,13772
F0107,7,0,State - NCT OF DELHI,Rural,50-54,6430,6410,172,304,1145,1713,1380,775,440,481,23964,12935,11029
F0107,7,0,State - NCT OF DELHI,Rural,55-59,4927,4906,142,231,647,1143,1175,709,417,442,19575,10561,9014
F0107,7,0,State - NCT OF DELHI,Rural,60-64,5924,5858,211,299,690,1086,1245,902,605,820,25162,13260,11902
F0107,7,0,State - NCT OF DELHI,Rural,65-69,2998,2907,134,149,267,408,506,490,383,570,13597,7067,6530
F0107,7,0,State - NCT OF DELHI,Rural,70-74,2147,2115,102,108,184,247,347,332,283,512,10305,5410,4895
F0107,7,0,State - NCT OF DELHI,Rural,75-79,1067,1063,45,61,76,119,138,164,160,300,5504,2867,2637
F0107,7,0,State - NCT OF DELHI,Rural,80+,1540,1503,101,107,133,156,145,185,188,488,7696,4044,3652
F0107,7,0,State - NCT OF DELHI,Urban,All Ages,7607894,4338129,512908,752241,1252456,807574,474915,240715,130207,167113,11105896,5799158,5306738
F0107,7,0,State - NCT OF DELHI,Urban,Less than 15,2049106,11126,8345,786,1995,0,0,0,0,0,4776,2562,2214
F0107,7,0,State - NCT OF DELHI,Urban,15-19,722806,70099,52434,11616,3315,1203,1531,0,0,0,27979,14548,13431
F0107,7,0,State - NCT OF DELHI,Urban,20-24,792047,405144,158476,143989,73975,18671,4667,1051,895,3420,403906,203352,200554
F0107,7,0,State - NCT OF DELHI,Urban,25-29,771464,651665,127424,194845,196577,86444,28945,7298,2542,7590,1106079,550739,555340
F0107,7,0,State - NCT OF DELHI,Urban,30-34,660842,632138,55401,121409,228687,126831,59337,21388,7904,11181,1480556,747182,733374
F0107,7,0,State - NCT OF DELHI,Urban,35-39,605879,594223,29464,78617,209459,136239,76405,34274,15530,14235,1615657,842566,773091
